plt_cn,lon,lat,mat,remper
36099356020004,-86.290969,33.920382,16.70905280549228,6.4
36099357020004,-86.192771,33.750014,17.03360415129447,6.2
36099489020004,-86.342223,33.837816,17.099055532385876,6.2
36099541020004,-86.440995,33.53293,17.416588174906167,6.2
36099886020004,-86.792914,33.361175,17.775757007047144,5.8
36099884020004,-86.660612,33.403178,17.554721161763602,5.7
36099887020004,-86.498103,33.313741,17.79902981403655,5.8
36100081020004,-86.862656,33.144854,17.86892683370227,5.8
36099894020004,-86.454209,33.444996,17.510477954936757,5.8
36099912020004,-86.447093,33.137104,17.720097580015608,6.3
36099520020004,-85.823523,33.52501,16.331913263396537,6.3
36099896020004,-86.40143,33.226627,17.734231924973,6.3
36100021020004,-87.397619,33.742156,16.91670715123388,5.1
36099476020004,-87.139974,33.673647,17.39751173633612,6.6
36099430020004,-87.081544,33.817722,17.148883684621385,6.6
36100020020004,-87.515484,33.808749,16.797342134248716,6.6
36099479020004,-87.294364,33.586072,17.34506106102895,6.6
36099470020004,-87.286115,34.118969,16.400380856137662,6.5
36099977020004,-87.546947,34.207332,16.546485408445886,6.5
36100003020004,-87.550224,34.118854,16.457757263695946,6.5
36099973020004,-87.973109,34.644963,16.19400040636062,6
36099432020004,-87.563784,34.575731,16.482688235860262,6.2
36099433020004,-88.073818,34.735934,16.07475596975822,6.1
36099730020004,-85.650705,34.487654,14.953207809342018,6.4
36099686020004,-88.080651,34.34184,16.586695111909574,6.3
36099438020004,-87.925193,34.413932,16.43830756151552,6.2
36099641020004,-87.916736,34.335815,16.37997353309166,6.3
36100088020004,-86.320986,34.791328,15.658714069166855,6.4
36100086020004,-86.272114,34.757528,16.185641675488974,6.6
36100084020004,-86.204075,34.926338,14.935524846812752,6.4
36100083020004,-86.062441,34.935912,15.09908162501471,6.2
36100085020004,-86.276089,34.84134,15.70859776180852,6.5
36100087020004,-86.094634,34.643968,16.023914542630443,6.4
36099549020004,-85.977703,34.784956,16.017867355340975,6.4
36099695020004,-88.019205,34.944124,16.143321409857453,6.7
36099463020004,-87.508196,34.368314,16.298475987295888,6.3
36099460020004,-87.294075,34.408214,16.232179162255527,6.4
36099459020004,-87.450344,34.501208,16.62859602408221,6.4
36099461020004,-87.346264,34.367268,16.232675349951343,6.7
36099864020004,-86.585517,34.38059,16.339089377947452,6.6
36099863020004,-86.760129,34.498455,16.500959064515094,6.5
189296193020004,-88.198248,32.076162,18.546455840364445,6.9
189296178020004,-88.170577,32.255194,18.24949214948724,7
189296639020004,-88.358218,32.476661,18.034657253536942,7.7
189296417020004,-86.894887,31.985376,18.39649449809118,6.7
189296591020004,-86.476329,32.60226,17.58587568929811,5
189296454020004,-86.424075,32.693874,17.667017506924175,7.6
189295917020004,-86.747287,32.633755,17.982435530354067,7.5
189296335020004,-85.560782,32.950189,17.164175041170736,7.4
189296624020004,-85.45844,32.873963,17.038993983456855,7.3
189296625020004,-85.335679,32.818659,17.255994781474232,6
189296334020004,-85.414558,33.043107,17.08715075043041,7.3
189296271020004,-87.005797,32.835123,17.695144565461483,7.3
189296272020004,-87.001973,32.698771,17.846641543154433,7.3
189296607020004,-86.948497,32.825245,17.65854625159068,7.3
189296577020004,-86.673841,32.786485,17.406204912685933,6
189296690020004,-86.938043,32.469915,18.684276891982933,7.1
189296382020004,-87.134109,32.211992,18.456763885769888,7.1
189296380020004,-87.148994,32.294671,18.495255679691596,7.1
189296691020004,-86.839123,32.30065,18.26534508571001,6.2
189296318020004,-86.029304,32.476353,18.012110328243132,7.3
189296470020004,-86.139532,32.689618,17.584272353843865,7.3
189295962020004,-86.153572,32.593827,18.045426023654464,7.3
189296626020004,-85.31537,32.529242000000004,17.651889129051575,7.4
189295991020004,-85.35659,32.610803,17.4317563689897,8.1
189295988020004,-85.215782,32.687867,17.607260336352528,5
189295992020004,-85.334078,32.41336,18.05219206153155,7.4
189295946020004,-85.205323,32.733724,17.434656738902603,7.4
189295945020004,-85.105008,32.655214,17.927475157197392,7.4
189296440020004,-85.663114,32.649967,17.50365002058537,7.4
189296299020004,-86.822239,31.98551,18.544256627420786,6.1
189296152020004,-85.932965,32.37398,18.2255795250393,7.4
189296486020004,-85.718733,32.298732,18.16081592933603,7.4
189295979020004,-85.459406,32.43777,17.96849324425481,7.4
189295977020004,-85.464914,32.478519,18.008689553858822,7.4
189295980020004,-85.624283,32.432077,18.01788064226365,7.4
189295981020004,-85.507855,32.341708,18.040257457519274,7.1
189295998020004,-85.100604,32.398115,18.26857948449235,7.7
189296718020004,-85.935781,32.871824,17.730210469845538,7.6
189296622020004,-85.930933,32.915371,17.646869027122793,7.6
189296484020004,-85.709138,32.601135,17.7601517911354,7.6
189296339020004,-85.783395,32.8658,17.292603613044882,7.6
189296705020004,-85.828706,33.091901,16.944640650081922,7.6
189296483020004,-85.87785,32.960423,17.68952350059469,7.6
189296482020004,-85.719669,33.006673,17.425418569254177,7.7
189296697020004,-87.146271,33.079806,17.58912315667341,7.1
189296246020004,-87.356411,32.899942,17.530796420016472,6.9
189296364020004,-87.083562,32.89824,17.613701062953822,6.9
189296363020004,-87.190096,33.120602,17.58969103226289,7
189296510020004,-87.917655,33.813691,16.51111711740614,6.6
189296352020004,-87.869926,32.770484,18.016475316266188,7.4
189296565020004,-87.601619,32.783686,18.41387472864735,7.2
189296366020004,-87.704798,32.734798,18.379355397110558,7.2
189296005020004,-87.65883,32.911327,17.988661857174947,7.3
189296240020004,-88.098006,33.785283,17.0863354827671,6.4
189296522020004,-88.022085,33.598068,17.24847882112647,6.5
189296019020004,-87.769881,34.292964,16.155555992214985,6.8
189296511020004,-87.678175,34.202905,16.303947479227496,6.9
189296074020004,-87.248153,32.666597,18.161942791376596,7
189296523020004,-88.029245,33.517533,17.157363434763077,7.4
189296345020004,-87.979012,33.277678,17.58838690208848,7.4
189296065020004,-87.396209,33.256979,17.668155592151777,7.3
189296551020004,-87.613007,33.515921,17.14807075546239,7.3
189296553020004,-87.476725,33.445157,17.120551420658096,6.1
189296064020004,-87.405676,33.29911,17.64553326513129,7.3
189296540020004,-87.766456,33.510985,17.219559306668,7.2
189296560020004,-87.704327,33.252706,18.065178198634285,7.3
189296709020004,-87.675811,33.288671,17.92991857341285,7.2
189296419020004,-86.560522,33.923049,16.59393737368066,7
189296421020004,-86.618832,33.803492,16.588207856126957,6.9
189295954020004,-85.722211,33.823345,16.06675611947001,6.4
189295955020004,-85.809077,33.872842,16.736455091805414,6.3
189296317020004,-85.652794,34.36003,15.593307554831945,6.6
189295971020004,-85.505109,33.976109,16.33413747286474,6.7
189296139020004,-85.932804,33.308191,15.973707987124783,7
189296476020004,-85.861878,33.271965,16.14494591661053,7
189296137020004,-85.876495,33.351611,16.142276902676638,6.9
189296478020004,-85.771912,33.391983,16.050564199630003,6.9
189296464020004,-86.08539,33.271263,16.22981225203982,7
189296480020004,-85.779094,33.269761,16.469630051436702,6.9
189296463020004,-85.930719,33.181572,16.7214263257515,6.9
189296481020004,-85.91759,33.273715,16.070650357436932,7
189295972020004,-85.545448,33.869688,15.976151325365334,7.2
189295926020004,-85.392562,33.829327,15.927497608769777,7.2
189296149020004,-85.608847,33.744683,15.85949875656028,7.2
189296110020004,-85.449953,33.655392,16.112136886493502,7.2
189296148020004,-85.496283,33.606797,16.131229227487083,7.2
189296477020004,-85.816978,33.483754,15.132456562783299,7.2
189296467020004,-86.024858,32.917568,17.621165839093084,7.8
189296449020004,-86.295176,33.001971,17.272684166313176,7.8
189296703020004,-86.142114,32.999697,17.376974839059805,7.6
189296413020004,-86.779286,34.153507,16.288559505095552,6.3
189296647020004,-87.094738,33.990733,16.621306342433666,6.3
189296700020004,-86.788941,34.22011,16.160033578219068,6.3
189296414020004,-86.809381,34.096289,16.3376362644766,6.3
189295935020004,-85.918309,34.09351,16.450200988097908,6.5
189295922020004,-86.177327,34.100694,16.31168436474073,6.4
189296425020004,-86.605459,33.534737,17.530278570893888,6.8
189296689020004,-87.076609,33.300244,17.549670467683054,7.4
189296329020004,-85.454862,33.258706,16.477309912792876,7.3
189296331020004,-85.56635,33.357607,16.36027579721536,7.3
189296330020004,-85.510227,33.23961,16.694280447638285,7.3
189295924020004,-86.413209,33.609344,16.689964864510813,7.1
189296422020004,-86.492749,33.70949,16.741408975222697,7.2
189295939020004,-86.321037,33.720486,16.619053774608872,7.2
189296430020004,-86.761599,33.319121,17.715091163795414,6.7
189296437020004,-86.56116,33.186128,17.62578839305765,6.7
189296444020004,-86.287165,33.403388,17.329466117010465,6.4
189296138020004,-86.00965,33.410162,16.817645888806908,6.4
189296181020004,-87.358089,33.85889,16.613081152115505,7.1
189296536020004,-87.617812,33.95249,16.21780256339879,7.2
189296546020004,-87.204262,33.97533,16.391803231903587,7.1
189296182020004,-87.46821,33.897681,16.414860113032397,7.2
189296648020004,-87.052977,33.841814,16.879280073358785,7
189296061020004,-87.258054,33.625694,17.20612396137435,7.1
189296537020004,-87.608289,33.908351,16.242604236844073,7.1
189296037020004,-87.493605,34.287673,16.081469702073512,7
189296049020004,-87.246594,34.223855,15.862372121166752,5
189296047020004,-87.236983,34.27889,16.010642544352116,7
189296050020004,-87.231393,34.149833,16.037609570327128,7.2
189296018020004,-87.518051,34.269631,16.11710448012576,7
189295987020004,-88.067169,34.676099,15.807131100756045,6.5
189295985020004,-87.602105,34.591652,16.3034449755649,6.5
189296012020004,-87.660097,34.593093,16.145464059809868,6.5
189296013020004,-87.810508,34.693023,16.21486777239528,6.5
189295986020004,-87.685047,34.657118,16.042320252264396,6.5
189296133020004,-85.654549,34.760367,14.724478347930237,6.9
189295930020004,-85.868378,34.27876,15.915842503181374,6.8
189296135020004,-85.70769,34.411835,15.299593532450046,6.9
189296278020004,-85.576715,34.809907,15.274403819522426,6.7
189296306020004,-85.782195,34.433012,15.902481894228615,6.8
189296684020004,-88.029319,34.425601,16.349547308930305,7.2
189296016020004,-87.614894,34.371138,16.038996556628497,7
189296238020004,-88.055102,34.357761000000004,16.30971269368964,7
189296192020004,-87.908824,34.364147,16.100718148813534,7
189296291020004,-86.076027,34.532491,15.673999550864588,4.9
189296264020004,-85.87339,34.665605,15.32532567664389,6.8
189296119020004,-85.922748,34.896279,15.233889013648735,4.9
189296118020004,-86.033854,34.967022,14.815476457818704,6.8
189296203020004,-87.940243,34.949966,15.749027481473163,6.8
189296046020004,-87.293038,34.377376,16.0974323356111,6.7
189296045020004,-87.202782,34.329203,16.08472987712938,6.7
189296044020004,-87.134207,34.368888,16.004282381415777,5.6
189296083020004,-86.3804,34.795571,15.933368266087788,7.2
189295921020004,-86.184516,34.230182,16.393649833445615,6.8
189296167020004,-86.870718,34.329047,16.2112778370387,6.8
189296411020004,-86.707044,34.402261,16.406686363126,6.8
189296410020004,-86.613139,34.321947,16.161487440248948,6.6
264160474489998,-88.311896,32.25739,18.225180028445237,7.6
264160194489998,-88.003015,32.300162,18.098716689123428,7.5
264160404489998,-87.797973,32.366445,18.167888034284005,7.1
264160190489998,-87.799726,32.513677,18.053399830326626,7.4
264160470489998,-88.363591,32.614073,17.982499017516275,7.4
264160106489998,-86.880727,32.023302,18.317054259835533,6.2
264159853489998,-87.395139,32.199651,18.303680183503893,6.2
264160099489998,-86.785024,32.47432,18.106918135713748,6.8
264160097489998,-86.870002,32.620641,17.925338660578387,4.8
264160155489998,-85.515808,33.084178,17.2120050621304,7
264160085489998,-86.961672,32.785755,17.687042490081595,6.8
264160279489998,-86.486725,32.853049,17.942872595254123,6.8
264160407489998,-86.792005,32.859112,17.778522812336256,6.8
264160406489998,-86.75903,32.881065,17.778522812336256,6.8
264160088489998,-86.899632,32.521665,18.30345174601392,6.9
264160087489998,-87.001236,32.606782,17.897671841080914,6.9
264160293489998,-86.088888,32.646741,17.683905653492026,7.2
264159726489998,-85.990463,32.652652,17.727068428988478,6
264160295489998,-86.217941,32.73834,17.74188094168725,7
264159747489998,-85.313216,32.605087,17.497528819522422,6.9
264160454489998,-85.515742,32.694159,17.348645622801108,6.9
264160266489998,-85.667337,32.600607,17.76351186466053,6.8
264160102489998,-86.852903,32.171054,18.038292269524025,6
264159740489998,-85.617298,32.348139,18.180338863313118,7
264159932489998,-85.933459,32.341406,18.295734055692797,7
264160265489998,-85.615449,32.487006,18.18842325398608,7
264160316489998,-85.66601,32.345284,18.234711851560746,7
264160315489998,-85.784844,32.405958,18.218219833071338,7
264160141489998,-86.068705,32.388636,18.52419249195298,6.4
264159757489998,-85.059428,32.358249,18.282828149562093,7.1
264160310489998,-85.66824,33.00903,17.40653138541641,7.3
264160158489998,-85.620862,32.78269,17.28837175936322,7.3
264160183489998,-87.15723,32.905726,17.708536754248072,6.4
264159835489998,-87.349677,32.971117,17.554947814742338,6.2
264159833489998,-87.249938,32.90917,17.417480564199632,6.2
264160082489998,-86.918863,32.915867,17.641480275469718,6.4
264159834489998,-87.12758,33.006328,17.67343000438441,6.2
264160074489998,-86.989484,33.15987,17.51754262107943,6.5
264160363489998,-87.706523,33.552045,16.85521387400683,6.5
264160380489998,-87.54767,33.68613,16.601893533519405,6.5
264160368489998,-87.706306,33.59884,16.72099627859229,6.5
264160339489998,-87.918547,33.77522,16.342838161539028,6.5
264160349489998,-87.865364,33.68035,16.817258295638037,6.5
264160364489998,-87.767325,33.86148,16.062975842930946,6.5
264160378489998,-87.429353,33.613784,16.86318971693775,6.7
264160176489998,-87.968429,33.044582,17.912479102727257,5.1
264160394489998,-87.493923,32.91499,17.830528389100976,6.8
264160348489998,-87.467915,32.936456,17.75370078224418,6.8
264160340489998,-87.977039,33.735103,16.75180093944158,6.7
264160045489998,-88.076919,33.824173,16.614824650048654,6.8
264160047489998,-88.237813,33.775759,17.06959418743918,6.8
264159774489998,-87.778508,34.248853,16.055696253462088,6.8
264160059489998,-87.332745,32.864954,17.456210186016918,6.8
264160060489998,-87.374342,32.818373,17.499609091784034,6.6
264160354489998,-88.132177,33.24932,17.489292050303163,6.6
264160373489998,-87.923811,33.378544,17.470656860543457,6.6
264160052489998,-88.226408,33.303245,17.910415387878334,5
264160383489998,-87.54811,33.294443,17.787870770641526,7.2
264160385489998,-87.656566,33.377931,17.42761429560597,7.2
264159824489998,-87.343527,33.3917,17.206845852983015,7.2
264160370489998,-87.714411,33.469233,17.071133599071786,7.2
264160372489998,-87.344175,33.437427,17.255570859428936,7.2
264160058489998,-87.454614,33.06488,17.901960184977256,7.2
264160062489998,-86.617365,33.805704,16.54572497941463,7.5
264160242489998,-86.610529,33.848309,16.55421822366943,7.5
264159928489998,-85.706554,33.783863,16.357707751863376,6.4
264159929489998,-85.758693,33.746213,16.262557238031068,6.4
264157983489998,-86.044637,33.719662,17.009768855667126,6.4
264159732489998,-85.437685,34.145924,16.474221605552177,6.1
264159733489998,-85.54862,34.230945,16.376632500294072,6.4
264159869489998,-85.883442,33.444765,16.465858864542902,6.8
264160287489998,-86.091549,33.177494,16.57895768502775,6.8
264160303489998,-85.664613,33.483213,16.18059088041236,6.8
264160284489998,-85.717313,33.445944,16.1084352977661,6.8
264159885489998,-85.550397,33.830777,15.91838091361629,7.6
264159930489998,-85.655867,33.524949,16.32906575155325,7.6
264159927489998,-85.601091,33.64989,16.041706527434684,7.6
264159883489998,-85.5016,33.834269,16.00859177333632,7.6
264159724489998,-86.027432,32.823631,17.690463311250838,6.9
264160277489998,-86.331908,32.829464,17.746814460288938,6.9
264160292489998,-86.186285,32.82808,17.662706649075517,7
264160291489998,-86.245054,32.935429,17.616511387454146,7
264160375489998,-86.828718,34.027406,16.242029811363118,6.7
264157979489998,-86.057781,33.978936,16.830601654315444,6.9
264160247489998,-86.592814,33.487855,17.40460305578429,7.1
264159820489998,-87.277191,33.498725,17.3343510741822,9
264160065489998,-86.768092,33.661556,17.259360356314094,7.1
264160069489998,-87.014608,33.537765,17.257401658058235,7
264160245489998,-87.015061,33.575581,17.24710209409387,7
264159736489998,-85.308621,33.341141,16.317500842128894,7.3
264160301489998,-85.453453,33.306824,16.500791835092457,7.3
264160307489998,-85.620326,33.133515,17.04135128939292,7.3
264160302489998,-85.564015,33.395266,16.577483219801877,5
264159888489998,-86.384673,33.542608,17.122191266187592,7.5
264159828489998,-86.439394,33.787711,16.655427848267095,7.5
264159829489998,-86.342007,33.798518,16.88058119370213,5
264159902489998,-86.241373,33.501538,17.073739754098355,7.4
264159830489998,-86.347945,33.583752,16.929120396361995,7.5
264157965489998,-86.233081,33.916301,16.7563549854031,7.6
264160243489998,-86.48207,33.622735,16.906319428849464,7.5
264157981489998,-86.119508,33.83026,16.784332191780813,7.6
264160254489998,-86.543807,33.492498,17.2266542218729,7.4
264160255489998,-86.450538,33.402908,17.44182423834119,7.4
264160391489998,-86.710639,33.246966,17.446895191042966,6.7
264159917489998,-86.0273,33.350406,16.423124057617656,6.4
264160273489998,-86.248962,33.13032,16.891307572209218,6.5
264160275489998,-86.405753,33.175667,17.395251783174533,6.5
264159814489998,-87.199782,33.713615,16.93333440938693,7.2
264159808489998,-87.392029,34.152795,15.890466512677376,6.6
264159807489998,-87.337932,34.202044,15.95373247569857,6.6
264159809489998,-87.396281,34.029898,15.98447274710468,6.6
264159806489998,-87.245806,34.075947,15.979115149765278,6.6
264160093489998,-85.541366,34.519704,14.659431469421364,7.5
264160077489998,-85.761162,34.494201,15.453159012650644,7.6
264160136489998,-85.624964,34.434366,15.157801061082417,7.4
264159988489998,-88.030959,34.514091,16.134896792424584,6.8
264159773489998,-87.863127,34.419372,15.817860665094692,6.8
264160483489998,-87.551076,34.509161,16.101149786660685,6.8
264159991489998,-88.032731,34.385539,16.4141036005689,9
264159909489998,-85.712369,34.924293,15.486277309037243,6.2
264160441489998,-86.277675,34.796589,15.210361928288044,7.6
264160440489998,-86.112324,34.891976,14.40697550073252,6.7
264160477489998,-87.861689,34.998306,15.534572292087738,7
264160055489998,-87.972873,34.945683,15.74697727187663,7
264159792489998,-87.396017,34.418174,15.888323013912506,6.4
264159805489998,-87.345759,34.324912,15.902340904473183,6.4
264159795489998,-87.448935,34.391024,15.94582539326083,6
264160226489998,-86.552614,34.399283,16.196937437100253,7.9
264159950489998,-87.028984,34.329399,16.101648373755516,6.9
264160229489998,-86.715284,34.319971,15.994955133243508,6.9
264159946489998,-86.92108,34.494714,16.23016393442623,6.9
264159800489998,-87.078662,34.540829,16.26096194513063,6.9
264160224489998,-86.65686,34.455726,16.037473613294406,9.1
335445327489998,-88.111379,31.685883,18.981214761583953,4.3
335445312489998,-88.357912,32.035916,18.607870957781273,7.3
335445307489998,-88.210311,31.906181,18.921515083464328,5.3
335445318489998,-88.454592,31.724479,18.813578907478096,7.3
335445654489998,-88.156925,32.297153,18.37168191855678,7.3
335445311489998,-88.24457,31.946143,18.695115699154123,7.3
335445710489998,-87.649338,32.374908,18.381088446407336,7.5
335445495489998,-87.952802,32.548376,18.25674713676173,5
335445496489998,-88.051866,32.506509,18.10244412838619,7.7
335445554489998,-87.094312,32.022107,18.690469571075674,4.1
335445257489998,-85.91894,32.170043,18.400009629191075,10
335445303489998,-85.262111,33.001937,17.563598744292236,7.3
335445429489998,-85.31144,33.000043,17.50755600157197,7.1
335445468489998,-85.536249,32.990409,17.303885021333933,9.1
335445583489998,-86.946724,32.690622,18.174439610000753,7
335445718489998,-86.799826,32.734371,17.88997118047758,7
335445389489998,-86.845721,33.041382,17.89982727000524,7
335445598489998,-86.490633,32.830372,18.136016870648994,7
335445715489998,-86.64487,32.734462,17.674417574294495,7
335445394489998,-86.967067,32.715216,18.109076545507055,6.2
335445395489998,-87.003903,32.655628,18.05476574781047,7
335445406489998,-86.943104,32.335271,18.521020987723638,7
335445450489998,-86.033483,32.428047,18.46308125608204,6.8
335445613489998,-86.067845,32.743068,17.66833805861218,6.8
335445048489998,-85.459882,32.522227,18.406717119544886,4
335445438489998,-86.535464,32.28823,18.82289678306759,6.7
335445033489998,-85.876403,32.436306,18.332231220525486,7.1
335445051489998,-85.456591,32.386702,18.312246191705967,7
335445050489998,-85.56799,32.516967,18.384696599670633,7
335445053489998,-85.649902,32.458129,18.727822691319215,4.3
335445052489998,-85.593388,32.45458,18.278285191631113,7
335445455489998,-86.118982,32.21157,18.565725567568133,6.7
335445458489998,-86.281267,32.119892,18.582881577962432,6.7
335445435489998,-86.383056,32.251952,18.826208922823565,6.7
335445453489998,-86.065473,32.355951,18.733737715611735,5.9
335445766489998,-85.234968,32.385776,18.205618029044103,7.2
335445370489998,-87.322132,32.946247,17.8079736975073,7.1
335445502489998,-87.123086,33.099801,17.758769883599058,7.2
335445503489998,-87.138351,33.03206,18.019786072524678,6
335445383489998,-86.986934,33.122645,17.718742795119404,7.2
335445391489998,-86.898766,32.876571,17.95144069541133,7.1
335445679489998,-87.605092,33.861496,16.326106637579812,6.6
335445685489998,-87.867668,33.558,17.064849111888186,6.6
335445692489998,-87.5585,33.6375,16.799697207874836,6.5
335445682489998,-87.65907,33.638243,17.003755199811785,6.6
335445487489998,-87.870149,32.866624,18.175243000973126,7.3
335445664489998,-88.014896,33.53489,17.374697816079042,6.9
335445364489998,-88.192492,33.988594,16.99423484791775,4.5
335445653489998,-88.036902,33.913386,16.421227964293735,6.9
335445360489998,-88.027536,34.084139,16.451974074905802,4.2
335445101489998,-87.871864,33.950259,16.114602047308935,7
335445393489998,-87.130899,32.825003,17.999360855353444,4.5
335445703489998,-87.393844,32.684006,18.137165628041018,7.3
335445708489998,-87.500968,32.365686,18.364829562467264,7.3
335445392489998,-87.081431,32.782209,17.960883065723486,7.3
335445666489998,-88.076618,33.301577,17.780191210045658,7.4
335445670489998,-88.13661,33.15582,18.034446253462097,5.3
335445486489998,-87.974041,33.163386,17.777640354816967,7.5
335445693489998,-87.555146,33.560773,17.12718331274796,7.3
335445382489998,-87.169208,33.238625,17.540244965940552,9.1
335445555489998,-86.503756,33.966614,16.522490830151956,6.6
335444995489998,-86.337966,34.059745,16.291096906312493,6.6
335445739489998,-86.772609,33.894702,16.99798069965316,5
335445556489998,-86.577153,33.817213,16.474822324168834,6.6
335445024489998,-85.658402,33.824765,16.366225177248086,6.2
335445027489998,-85.709056,33.692253,16.725096671051087,6.2
335445028489998,-85.763167,33.618657,17.11146289820667,6.2
335445040489998,-85.445481,34.100424,16.597774480553515,6.5
335445041489998,-85.454962,34.010176,15.847671553687722,6.5
335445448489998,-85.613833,34.387053,15.552319837883497,6.5
335445606489998,-86.087526,33.134366,16.89231908932448,6.3
335445180489998,-85.824894,33.318236,16.3344608129351,9.1
335445248489998,-85.452716,33.613344,16.32800033150471,6.2
335445043489998,-85.496555,33.920048,16.269263471389007,6.2
