b_Intercept,b_hu_Intercept,shape
-1.668997626185535,-0.6785799289569603,1.1156000346628043
-1.647435312309793,-0.6152553351586008,1.1093989821119628
-1.6444724156089514,-0.6549996195146902,1.135703941401847
-1.6406864143725137,-0.642959706321316,1.089592511397585
-1.6603284187282152,-0.6745569381245076,1.1272289291191213
-1.6517740063319872,-0.6528558564023769,1.1028938075678116
-1.6699649569044075,-0.6117441745057257,1.1163817521631276
-1.6634949778152102,-0.730162486497168,1.1010677279665708
-1.6381303316810911,-0.609663527278512,1.1118727253546485
-1.6525014504634707,-0.709007414499341,1.1511578280228136
-1.6546578744718463,-0.651569171813357,1.135134068574641
-1.6030739446814566,-0.662956594647268,1.1277657020340148
-1.6184353398219238,-0.667822915452142,1.1225323659032431
-1.6814912691225554,-0.6574116252657279,1.1081869783089358
-1.6775875336902588,-0.645798509896296,1.1102057131263359
-1.6608711468151365,-0.6374699840808554,1.0928852990448616
-1.646337940742947,-0.6649198872114653,1.138151674572211
-1.661098522099977,-0.6498662812649189,1.1239585080182068
-1.6519558580636922,-0.6759033196428176,1.0992238267335361
-1.6575172526692723,-0.6141123392066203,1.1313649959133634
-1.6281533673931259,-0.5918358109047351,1.1191907223962023
-1.6484438455070816,-0.6428386113962419,1.1333290652633436
-1.642235236143588,-0.6699013271026655,1.1219101362478952
-1.6480587029520293,-0.6207117368948483,1.1206042083394967
-1.675007740339385,-0.6211389917677149,1.1050393170094723
-1.673006928884325,-0.6691633559417026,1.1202628464087423
-1.650981551987947,-0.6494030808280777,1.1006560087536605
-1.6317155112166009,-0.7038815755136035,1.129335420977273
-1.6640838212807088,-0.618445948550811,1.1121350244596164
-1.6588266482150056,-0.6886671179453028,1.1117239105896601
-1.6865267626331122,-0.6737474147999526,1.0938710538784688
-1.653223988648979,-0.6730247121036812,1.1105039732508024
-1.6291613389339197,-0.6572489138753013,1.134547702341507
-1.6623878438038384,-0.637521542834773,1.1641659144788838
-1.6533385873512987,-0.6034107511775134,1.087263136196052
-1.653728044242445,-0.6333415813356088,1.1148784711943682
-1.6646516014629604,-0.6648347321096717,1.0849197457152477
-1.673912420842367,-0.6345975523198664,1.1188387520541772
-1.6876692348673275,-0.6202929690259733,1.1059020601702567
-1.674096913878134,-0.6833035054419714,1.1296948064005228
-1.6333047143428159,-0.6669760997107594,1.0864994201549265
-1.6591788617775176,-0.6684621558012783,1.1563921118641713
-1.6734854632527583,-0.6721374595837393,1.1368121588417497
-1.664980954003072,-0.6858536206600624,1.1114546650037085
-1.6418806279885256,-0.6123218936039301,1.0993608042944727
-1.6327856499405518,-0.6380114001569467,1.1006885736182057
-1.6267460202191273,-0.7012283958131267,1.0990900491807025
-1.6391233562764664,-0.6590882369184012,1.1326371889658686
-1.6606528650536434,-0.6349596226658547,1.0939463100185214
-1.6408795004829282,-0.6764645757753278,1.1176805338849192
-1.6750120364987704,-0.6560255701466414,1.1768086283701535
-1.6531529883143203,-0.6730889456254817,1.0852578222043467
-1.6528728557470205,-0.649327397107917,1.1259321967552474
-1.653455931016996,-0.6550964265056668,1.09835256597307
-1.6494278092097476,-0.6532319142600652,1.1219201675763129
-1.6713691297090028,-0.668156009817654,1.108281262599457
-1.6648668143325058,-0.643386207408994,1.1233922566055456
-1.6573212872382497,-0.6691111760676888,1.0989687387439344
-1.638758333671459,-0.6917365760641738,1.0924015737792954
-1.6355209290557449,-0.644721202211169,1.11276234490559
-1.6656989824438155,-0.6698197144855068,1.0963158903173982
-1.6987301106228505,-0.5920362126241735,1.0980692425533887
-1.6735632282479707,-0.6028594181483765,1.1342082266781337
-1.6483339469367402,-0.6544301743734006,1.1230719893173085
-1.6461717233460178,-0.6301107952158976,1.126231674886744
-1.6642340990502977,-0.676086579436003,1.102187442602958
-1.646400726841468,-0.5941852997221868,1.070221235479652
-1.6725826087923301,-0.6717409031559892,1.1559504618468708
-1.6560393690511255,-0.6479317884822383,1.1538136792902784
-1.6311175002256977,-0.6341762474237969,1.0896609046486223
-1.637050287187999,-0.6675890133710827,1.1353118979885293
-1.6492592620940625,-0.663467394641394,1.143422305250047
-1.6593628246677885,-0.6549015239563983,1.0686072176357695
-1.6793984975704,-0.6923572013893639,1.1320845778710817
-1.638186943111873,-0.6431563240310874,1.1565665407541992
-1.6308801892418041,-0.5818232865421353,1.1440837389218865
-1.6501972356287409,-0.6733135512016332,1.0548001580213586
-1.647524228105116,-0.6253804337567594,1.042964007878357
-1.6557099639044484,-0.6451825315502514,1.0954360074954352
-1.6548542240895483,-0.6143280690348317,1.0654277414527547
-1.659949551960276,-0.7037143110162455,1.1569732757387015
-1.6670184990748205,-0.7074402213615262,1.161724919896904
-1.6481715846038338,-0.6903165167668697,1.1053275279971244
-1.662094280891893,-0.6441497761151551,1.1029306139050614
-1.6461340205489512,-0.6563595857212726,1.113399149210456
-1.6341318537113196,-0.6183893006023446,1.1070286853901696
-1.643151827064674,-0.6454523116413028,1.0875295644039304
-1.6455986222367815,-0.6893661796621664,1.1159089000663822
-1.661881705621884,-0.6148959859163591,1.1057451027275447
-1.646572599205343,-0.6643775605502237,1.1107332190136694
-1.6311555131766287,-0.6899817582827201,1.093269233340914
-1.6428117290518645,-0.6935818187604748,1.1226611707936385
-1.6783908021459906,-0.6173529579043199,1.114214641286222
-1.6580127986098288,-0.6346146427033961,1.1301651219696136
-1.6631150389451936,-0.630698912114349,1.1348335217404455
-1.6837886745956074,-0.6260360432118606,1.1153058746344924
-1.6837886745956074,-0.6260360432118606,1.1153058746344924
-1.639186977214243,-0.632293258083187,1.1360487135113944
-1.6787580170770375,-0.6221607812358685,1.1089205491019194
-1.6203029994748175,-0.6482021777469829,1.118510850493385
-1.6588350983349518,-0.6247681880616971,1.1073684091206026
-1.648949309522926,-0.5829653966313396,1.1420903202655477
-1.6205349990240037,-0.708345754575358,1.1027753421435391
-1.6612976622683304,-0.7012113957399241,1.1203048010328265
-1.670214179742657,-0.6137167784833432,1.0687641803177064
-1.6709105251136267,-0.6621509270006678,1.1304045526808915
-1.6835057508190883,-0.7021318204670387,1.125493577045056
-1.6494214391372122,-0.6884773701520706,1.1114274082503692
-1.6668403306587698,-0.5894605566774617,1.1205053673832441
-1.6707458134053277,-0.6089501840122481,1.0906807313818783
-1.669294383607279,-0.6014895498886945,1.0742891753157704
-1.6613707385306093,-0.6598143825097336,1.1310968118765479
-1.6442046464680549,-0.6139404116937831,1.1231813493354947
-1.6432021988153043,-0.6073613625894003,1.1448326109253788
-1.7073022300503946,-0.6893426667429841,1.0564382789139015
-1.62602735713934,-0.6450679004410962,1.1006528230359576
-1.6764066791598045,-0.6451715227844177,1.1208184824719252
-1.6438424269267855,-0.6803312034453387,1.1053645943736843
-1.6716978579282609,-0.6524789964642504,1.1238847501130471
-1.6577909677630682,-0.6649050772910059,1.1085948312502725
-1.6296452392685405,-0.6409658375830217,1.1369291009466669
-1.6566007440975823,-0.6680472425987787,1.1034436601207995
-1.6462617340756691,-0.6708366244273477,1.0690701199182004
-1.6676308665044535,-0.6549914383389789,1.0898571079159831
-1.6500451418579807,-0.6596380713114052,1.1340724578681904
-1.6708945412651444,-0.6567620189373132,1.0910849822404234
-1.6406227350707772,-0.6512469170300741,1.1254216684030676
-1.650148464556888,-0.6207069052412246,1.0976134991468218
-1.6572600857373467,-0.6655236095700118,1.1008588949816083
-1.655540560356496,-0.6417103740157006,1.125770601494771
-1.6682831928775574,-0.614916908854012,1.1139511120469634
-1.6838370610625246,-0.6178449123011286,1.0878395790182627
-1.662126102665659,-0.6088076619263986,1.097148033889286
-1.651521547308633,-0.6689200048077203,1.097401294878439
-1.6591115903894023,-0.6605319897191135,1.1021568045216048
-1.6485496046144756,-0.6484668881073176,1.1322685211540071
-1.6689703265118505,-0.6274918091309345,1.1319105878003242
-1.6233200277779916,-0.6522754229185742,1.0921239029834315
-1.6233200277779916,-0.6522754229185742,1.0921239029834315
-1.6738359812764056,-0.6004235747816405,1.131140027760307
-1.6337842857779763,-0.7120135753054881,1.0801379120819719
-1.6685379352248033,-0.6356873682333363,1.1186251440067125
-1.641669135372457,-0.6446372762663521,1.087234579824545
-1.6558193539110364,-0.6332122493791154,1.1122270076610294
-1.6758178971274595,-0.5788707994523408,1.1371564872985387
-1.672111816840278,-0.603298122686022,1.0517951757545685
-1.6562471332171294,-0.7133110835163221,1.114928749090357
-1.648686413052505,-0.6618245704789912,1.0579769126129768
-1.6530256966763617,-0.6863538051077577,1.120828437849849
-1.6214715392671295,-0.689207181481302,1.106946159294096
-1.6226684834361027,-0.6964027511917668,1.1011612812206435
-1.6295009297603353,-0.7072003235549227,1.1358212766035336
-1.679787654948993,-0.6663576770024726,1.0926195984689746
-1.6624166295706173,-0.6230104372695794,1.126730271253333
-1.6427197735748802,-0.6755992241051074,1.0979432705072922
-1.6280962710281939,-0.6540638375935286,1.1424929832092319
-1.6696538044105613,-0.640040493828547,1.111772989699525
-1.6381160158259125,-0.6359623882766652,1.1001682265686474
-1.634588835185869,-0.6531383187149741,1.089446571933049
-1.6781985971057625,-0.6626993878584414,1.1418470675215675
-1.6730126219715398,-0.6522173433084881,1.1173335431496172
-1.6387520599672387,-0.670957292208572,1.079704725390273
-1.6611321426740018,-0.6497194849463023,1.149439014806166
-1.667179787500111,-0.695559909093169,1.0764278788353436
-1.6585008855563022,-0.6056303506637257,1.0747568712607272
-1.6327472893337367,-0.6630549999400933,1.119785391695391
-1.6688179865167696,-0.6569063830443955,1.0933361535366244
-1.6688179865167696,-0.6569063830443955,1.0933361535366244
-1.6726352902164787,-0.6785386150178385,1.105940861829047
-1.6560354636514065,-0.6478756743291657,1.136412823420383
-1.6561917815814793,-0.6759593886901739,1.1393515309544366
-1.650463271233458,-0.6376755673719678,1.1290371969267512
-1.6784296782531372,-0.70375283027168,1.1128996819540902
-1.6521819638366575,-0.6681837716987193,1.15272142017353
-1.6230760956694263,-0.6664858260150632,1.1091854532109378
-1.6851402064060688,-0.6637494390009635,1.1173247421116206
-1.6902916582809437,-0.6657831791684197,1.1249073473594866
-1.623912738293803,-0.6769799645597193,1.1176288821310727
-1.6178458878784223,-0.673617630758336,1.126985972280222
-1.6641730114484743,-0.6640233518897444,1.066779954180599
-1.6990571974799946,-0.6688477271261505,1.0729123429261964
-1.610707438270609,-0.6800803557913765,1.128254839804886
-1.6342659827739283,-0.6392369173377722,1.1100812728457403
-1.6773044636735115,-0.7008055629302925,1.1054163276202078
-1.6226494348587577,-0.6206937421318601,1.1107411289960492
-1.633423328767891,-0.6245987759078893,1.1149247789533725
-1.6323770140695841,-0.6196902674327041,1.1237042572420237
-1.6740189898109168,-0.6809678355684832,1.0892985075319883
-1.671582327174165,-0.6004172538559889,1.0811540005640037
-1.6426807572591269,-0.700794103789457,1.182254150479826
-1.6518986487579035,-0.6968015686926815,1.130678619136069
-1.6466921512616102,-0.6172477410538637,1.0772076571487157
-1.6602300888039183,-0.7171294524065421,1.1233046588049431
-1.6541072283443616,-0.676676123601587,1.0403795771751787
-1.6650500632185796,-0.6404959373279644,1.1083933451357175
-1.6637683420286744,-0.6999964256369645,1.083654199722103
-1.6617431812218424,-0.6114631281624504,1.1313145175093546
-1.670572452631736,-0.6939343379842715,1.1349576946150222
-1.6403883375943114,-0.6374515223527447,1.0758044650378586
-1.629460327557136,-0.6470326106968626,1.1047932215049763
-1.6348674798033689,-0.6496425678338038,1.1137809732339197
-1.675838855433477,-0.6158266321973254,1.1106454497459555
-1.693996187832552,-0.6649605037342439,1.0809939487865685
-1.7016809250064255,-0.6393713392713001,1.1010205469720797
-1.6609911300878462,-0.6208321978135822,1.0887796706371768
-1.6806973982896993,-0.6366460579953951,1.127929627058705
-1.6555452438371026,-0.667294863933517,1.1386296382274488
-1.6501501597753898,-0.6140438862823226,1.0598817410006565
-1.641764607015701,-0.6513882329961435,1.136888953388763
-1.672716980881777,-0.6780062682195757,1.134486061102455
-1.6429069248047572,-0.6316635431629488,1.0939600596970291
-1.6168463000534343,-0.6523611291558309,1.0919861928075518
-1.6852804580584901,-0.698256331905964,1.1338638184594472
-1.6790249937459663,-0.67860497154994,1.1247130081573835
-1.6420265660561935,-0.6400777665937089,1.0942484906551173
-1.6306974752410348,-0.6817965165742581,1.0838714662014064
-1.6830609505372387,-0.6162076446966537,1.1394510598446594
-1.6208542779425166,-0.6763403940081882,1.0764705985515657
-1.630982506992265,-0.6882171598297523,1.0965814518155668
-1.6624840150030762,-0.6221890837279512,1.1220575193141618
-1.6601227005912773,-0.6887089021303707,1.0924910947678932
-1.6665298028334752,-0.6327643087829451,1.1414997220298257
-1.677279871712414,-0.6350200779209113,1.112701544000855
-1.6351022931316426,-0.678871730919292,1.1085763821457173
-1.6810389681634093,-0.6285837616816079,1.1003970116951909
-1.644185342155646,-0.7009323251665606,1.0947993691131848
-1.6658238824079286,-0.6186290104343688,1.1146854974681817
-1.6637996787315257,-0.6513967526058714,1.1013668414291162
-1.6566318237429598,-0.6646190963840513,1.110207419685483
-1.6566318237429598,-0.6646190963840513,1.110207419685483
-1.6566318237429598,-0.6646190963840513,1.110207419685483
-1.6566318237429598,-0.6646190963840513,1.110207419685483
-1.6505546981419636,-0.6572037609573891,1.0641575249962922
-1.659862310116931,-0.6450257232964393,1.1556715669868767
-1.6842021476753617,-0.6797492692991699,1.104024833352523
-1.6574293060115104,-0.6776580868341441,1.1150049770525754
-1.6538732044863402,-0.6015896316150753,1.0649958199951317
-1.6618109033078432,-0.6133056158698996,1.0721896796810506
-1.6375380609638241,-0.6084383633615504,1.1155453833374653
-1.6569373481905676,-0.6466464046407552,1.10349731958824
-1.6532210555632953,-0.6437584528896264,1.0972816893336474
-1.6640243072962282,-0.7200859450406074,1.1111539035355789
-1.673735102926259,-0.6252588264420659,1.110914338890001
-1.6481376802118402,-0.6795412681162839,1.0876441592691648
-1.664449921654596,-0.6390512566125675,1.1433909060555076
-1.6760312768480417,-0.7329621895703378,1.1022966151936655
-1.658948136774147,-0.6800073569290811,1.0842361231196476
-1.6433722962322705,-0.6000837399474369,1.1280919715911868
-1.6398689295621092,-0.6127856713457634,1.0953322601078572
-1.6607102914888061,-0.7122048610586418,1.1207973218078087
-1.6587377268082808,-0.7146730534421347,1.1243787628872652
-1.655091583415243,-0.7164431238100342,1.1347019238910485
-1.6481658828301387,-0.6689779134746497,1.1479603445245488
-1.637882506775982,-0.6687972440064699,1.1137223711632915
-1.6783561509411702,-0.6254583694545992,1.100678569644937
-1.6513331749459534,-0.6457386892278666,1.0688108497670727
-1.6594288986990042,-0.6156414306608764,1.1025723105435798
-1.6511935517177927,-0.6801500780919185,1.1105738465113448
-1.625170316317773,-0.6654745670311129,1.138759049830289
-1.6746701311327588,-0.6712176900961025,1.1256410075699381
-1.6594306276396582,-0.7227390585759241,1.1218987540154337
-1.6336896501036253,-0.7018174140437244,1.12062226317464
-1.663482484204878,-0.6669863575804907,1.12977894338268
-1.6602718894780297,-0.6709495356952541,1.0974538717053108
-1.6550949704043905,-0.6810705448511785,1.0735853504176551
-1.6487856656069624,-0.6777802396898582,1.079708258965658
-1.6531538763451419,-0.6391013851986654,1.1384020459848982
-1.6644646843623145,-0.6698917518228076,1.1084170602869874
-1.6482008620747692,-0.6869484844730004,1.080420477128839
-1.6345019376342713,-0.5995580660154834,1.1411842129111756
-1.6585262590678675,-0.6584167728117515,1.1204683624380456
-1.640625044829995,-0.6917512287262322,1.1038516550747728
-1.684509824414388,-0.6370324643115506,1.1089208819214977
-1.6805109988191833,-0.6424561222266354,1.1011078113299417
-1.6488871948794586,-0.620831856142981,1.1772007997783067
-1.657320734622915,-0.6535501357613831,1.1330131693900949
-1.684758214197004,-0.6551149919190072,1.1286353230135355
-1.6728763459297833,-0.6460700998615848,1.1183906337957776
-1.6728763459297833,-0.6460700998615848,1.1183906337957776
-1.6339399703595532,-0.6468442787607251,1.1078397887286997
-1.6697124916429178,-0.6594766293701003,1.1058628744163541
-1.6582542350352627,-0.6155351720981176,1.0742987030829552
-1.690467114972133,-0.7252202986537928,1.1487754739510352
-1.6678849276467347,-0.6124724681240972,1.0396022433751895
-1.6678849276467347,-0.6124724681240972,1.0396022433751895
-1.63366489095646,-0.6929377022109093,1.1717054577839547
-1.6818630845966318,-0.6174077073043186,1.0552294636985182
-1.6611378994337203,-0.6700876723483187,1.0590229714755817
-1.6581826340670982,-0.6355522602393922,1.1456080703804203
-1.6472759124406553,-0.6878380499876149,1.0942218985729264
-1.6924970452176968,-0.6936936754910508,1.1155722078675976
-1.6464730224661945,-0.6672816578903273,1.078116825418567
-1.632851358933113,-0.6664413194106195,1.1186152145541872
-1.6414119963343015,-0.6668663951194966,1.152443972326306
-1.673010240657774,-0.6753772284953399,1.109599146334409
-1.6549505044494888,-0.6821328750988302,1.1062712321885622
-1.6774439683125757,-0.6772972685755433,1.1388434573319037
-1.671398452174056,-0.6748363420315245,1.1208215603866154
-1.6712949426390689,-0.7113439424671185,1.1240159902390294
-1.652409789119998,-0.6358518043281842,1.104320160130128
-1.6597373759836296,-0.6700427587785569,1.1261978070970917
-1.6337374583614304,-0.6570005619795113,1.1795255162252027
-1.6471126975898704,-0.7290788688236496,1.0204910060154941
-1.648310425223397,-0.6017012411870647,1.1427011269928864
-1.6373726053423974,-0.6361607513256046,1.178141966121263
-1.692625957339307,-0.6281226395814422,1.0723022692998594
-1.65434376821877,-0.6763717992735,1.1067386364642913
-1.6385500729189122,-0.6600562696120837,1.1517323132669086
-1.6614169467196387,-0.7033970793143053,1.101866613120548
-1.6300494137217494,-0.6470202711815449,1.1013895861805536
-1.6484567704799982,-0.6237982952940293,1.1634911137523054
-1.6351827699524728,-0.6375591469003532,1.1160372464498103
-1.6640750011098207,-0.6247933577728153,1.1311630002015267
-1.6586513673125027,-0.6624083942909856,1.0907643780988456
-1.6403776454367618,-0.64100655127345,1.142605224473814
-1.665357198414424,-0.6144243669639524,1.1324369703777823
-1.6357738440844816,-0.707020397314041,1.1512496824310023
-1.6289536552848558,-0.7012800574113214,1.169500255774464
-1.660188659068569,-0.6381611871960008,1.0481389415916833
-1.6689149667390122,-0.6162981844961667,1.1196483948389502
-1.6403520951977946,-0.6559427658781282,1.1108637572428457
-1.6431640252555422,-0.644891610545088,1.1310695098553052
-1.7000235597636424,-0.705373725900935,1.097595420187169
-1.6300302252796823,-0.6461614234810191,1.1429750054732009
-1.6660069512789422,-0.680093953681267,1.085957725693817
-1.6878550768459992,-0.6434400901128114,1.141896636428789
-1.6242315333421633,-0.6570394527863043,1.0882154561497661
-1.6797791967234383,-0.6535032587395898,1.1370767410126439
-1.6532293101942124,-0.6388497104925812,1.1000717081944633
-1.6369136908762603,-0.634435903513929,1.0959531267912244
-1.6615615472069754,-0.6674686235341768,1.114360251723682
-1.664611472345576,-0.6789449478923675,1.129782572498261
-1.6515974910289979,-0.6431385886869287,1.110913188863472
-1.6595029814072422,-0.6632524688966468,1.1672163078816375
-1.6459105035101422,-0.6354963846177908,1.0646623434285327
-1.6406407031265138,-0.6041289278891143,1.1224709490254219
-1.643908936495474,-0.6066233347247733,1.1200037505292217
-1.6580595693847762,-0.7140764426171627,1.097666137058759
-1.6503186422621754,-0.677609431044204,1.1406180270910045
-1.6835422490453174,-0.6544281143265406,1.097255870048334
-1.6440905904263639,-0.6102097122496704,1.1110617494056034
-1.6653100877709426,-0.6305172280792521,1.1005162459486082
-1.6595466939283974,-0.667657561872435,1.100809943667029
-1.6595466939283974,-0.667657561872435,1.100809943667029
-1.6385239081738898,-0.6250866704578456,1.1211300828383635
-1.636439365261694,-0.6450190979972559,1.1006194619589635
-1.6499322175752353,-0.6595301766178004,1.1367615400740692
-1.643474042028933,-0.6587606518879128,1.1469380977676282
-1.6691592511039683,-0.6778234630939688,1.074183729206519
-1.691162432509085,-0.6697939111945833,1.0580019660910858
-1.6704007243448218,-0.6746072578523656,1.130838766762469
-1.6408587243604307,-0.647801324468588,1.1041160417981277
-1.6518799283166525,-0.6959741440899698,1.1071965574909934
-1.6461404438528275,-0.632883471409612,1.0694292954855278
-1.657859603648027,-0.6799771292559913,1.1240300625401305
-1.6620814194411517,-0.6456648287941515,1.105697003249909
-1.6704857571938423,-0.6812943075743156,1.0775705452472513
-1.6764648307321122,-0.6657266681280974,1.0887530316024858
-1.663130889681726,-0.6322988766338057,1.1236086347223815
-1.6296464242916968,-0.6646366619076125,1.1175748400593821
-1.6635494169888294,-0.6837941110468025,1.0961018403859035
-1.6570012084225327,-0.6091100396120642,1.1242444357533286
-1.6301303506078706,-0.6438061791903432,1.0728093343379603
-1.6568791052403258,-0.6438010794848865,1.070765948505518
-1.6540219975330053,-0.6360573568181582,1.0893173318304537
-1.638091023978265,-0.7183477516505185,1.1693909075753628
-1.660478441493647,-0.6703852556346567,1.1385680787844257
-1.6594843365594067,-0.6645127934430105,1.0912959657031351
-1.6546641448265766,-0.6956297252711846,1.120645126255032
-1.6814685159994498,-0.681864963461549,1.1207800165455728
-1.6783611727261087,-0.6826044435167451,1.1045455938582784
-1.6395805825499994,-0.6466727032479771,1.1964860524435255
-1.6576112099835065,-0.6556927695124714,1.1226856628390778
-1.6576112099835065,-0.6556927695124714,1.1226856628390778
-1.630290946609462,-0.6515281670509072,1.0920471459483327
-1.6269106797309127,-0.6605609403797641,1.1026815012221511
-1.6946633822301604,-0.6402255704308839,1.1736038132420912
-1.6491204675630433,-0.6325626026681626,1.056027585070258
-1.6746318857366718,-0.6465667783850725,1.1547388979377284
-1.6609404432806194,-0.6367223594153991,1.1082492058703697
-1.6609404432806194,-0.6367223594153991,1.1082492058703697
-1.6575683485730188,-0.6737224369380237,1.1043769935555248
-1.6704610503873656,-0.6550273369161685,1.0626075575426135
-1.6588835538866102,-0.6862823670723195,1.0934086231840239
-1.6525004173766429,-0.618967261308119,1.1258575257443846
-1.6781796674386347,-0.6675022062338208,1.1040102071786173
-1.6624202207959575,-0.6999355949812752,1.138291975377897
-1.6460857065981291,-0.647754377617403,1.0868828045180883
-1.6679816545706283,-0.6857116615069192,1.1516401111061105
-1.6568514622106525,-0.6189820749206792,1.07265164237173
-1.6454621969956673,-0.6328993165361045,1.1150607493288598
-1.6691824230817802,-0.6541502333130434,1.0921653388659949
-1.6475367448802964,-0.6834660086823408,1.1107019586777063
-1.670082368925355,-0.6190701062353962,1.1046879455685101
-1.6670248438840785,-0.6264649012960646,1.1067075604926726
-1.633869164512585,-0.7153515829606404,1.1210971950333144
-1.6540935213578623,-0.6976090651856667,1.1137665572355575
-1.6491571165483672,-0.7138846298659072,1.134740869447991
-1.6690485470529963,-0.6676655282500377,1.1243985374072498
-1.660776432445612,-0.6711318627692074,1.1162123341864503
-1.6337800722064992,-0.6686081521391003,1.0964438964652403
-1.656089014754805,-0.6299413506155632,1.0757248801624184
-1.6517625923938621,-0.6678922841219721,1.159496323672825
-1.6407664272989997,-0.7042860773186678,1.1052700319447655
-1.6623610494033072,-0.6781330589542939,1.1389747127747432
-1.6650745728599412,-0.7005585715575888,1.0744331230210376
-1.6623869749495708,-0.6163211064074255,1.1435819302445052
-1.6835312500126158,-0.632397973123919,1.1481073373240864
-1.6717281282343937,-0.6342074934347753,1.1427276385785303
-1.6569023550148207,-0.642314022614447,1.0829285202717955
-1.6585973184559113,-0.6591352076923346,1.1068358862693106
-1.648126254297427,-0.6096702848150225,1.128831853570416
-1.6777534408409802,-0.7056755186031396,1.093303829648549
-1.661708014584017,-0.6366545447060423,1.1198793539102976
-1.6188316539515621,-0.6084853794406283,1.105681706119402
-1.6687753051843603,-0.6840476764234033,1.101290643434031
-1.6409384934257147,-0.6453354280727347,1.1252768376282347
-1.6725626016328372,-0.6448578176918853,1.0991308247182676
-1.6346531274447311,-0.6844349937114669,1.124025106977326
-1.6786701523575807,-0.6106746898553311,1.1387884117767941
-1.6402045932084346,-0.687539847925811,1.0752208591579737
-1.6693247930961717,-0.6805844724927398,1.119806979217091
-1.6468102062442642,-0.6395746768220685,1.092426911804957
-1.6468102062442642,-0.6395746768220685,1.092426911804957
-1.6591047405445278,-0.6820146800394058,1.12736510596954
-1.6582166924614798,-0.6415230963991365,1.0914037812813988
-1.6530946735129626,-0.6611236759967865,1.1276376625586946
-1.645427817045058,-0.6111070053302355,1.1626571848279876
-1.6605628453664578,-0.6556849406657554,1.1270779154847648
-1.6466672475285227,-0.7400860764256497,1.1135775304165245
-1.6853139609324637,-0.630797875935306,1.0668086130588794
-1.639045776767733,-0.6755823401600481,1.0920469704176619
-1.639045776767733,-0.6755823401600481,1.0920469704176619
-1.6473267046276543,-0.6784260777931906,1.1499105974365935
-1.6531183023986378,-0.6738757317803288,1.142266269340321
-1.6441469222760907,-0.6400892314133885,1.1344563357536943
-1.6553070309670235,-0.6792155179903464,1.1282493766895516
-1.64230553558969,-0.6380092706017952,1.1196688240646162
-1.6512820574480604,-0.6718018979323394,1.1006167096793782
